"Thu, 27 Jun 2019 19:04:00 GMT",GM,says,ic,"It is a strange week in the camp. The atmosphere is muted after the attack by... those creatures. People are eating by themselves, and the usual cheer around the fires at night is replaced with sullen drinking and early nights."
"Thu, 27 Jun 2019 19:04:00 GMT",GM,says,ic,More than a few fetches are sent after deserters.
"Thu, 27 Jun 2019 19:04:00 GMT",GM,says,ic,"Yet you awake refreshed and ready for you next mission on the seventh day, with the usual orders to report to Agata's tent for your briefing."
"Thu, 27 Jun 2019 19:08:00 GMT",Ric,says,ooc,What do your characters do?
"Thu, 27 Jun 2019 19:04:00 GMT",Biron,does,ic,"rolls out of his bed as normal. starts to grab his weapons for the start of the next assignment. In silence, he strides out towards Agata's tent. As he approaches he coughs and clears his throat by the tent entrance."
"Thu, 27 Jun 2019 19:04:00 GMT",Quinn,does,ic,grumbles.
"Thu, 27 Jun 2019 19:04:00 GMT",Quinn,says,ic,"Better be some coin in this mission - old Quinn can't help but notice that we didn't get any of those swine coin none, and no mistake!"
"Thu, 27 Jun 2019 19:04:00 GMT",Orin,does,ic,gets up and sits on the edge of the cot... fighting for motivation through the fuzz in their head.
"Thu, 27 Jun 2019 19:04:00 GMT",Quinn,does,ic,"follows after Biron, continuing to grumble as he goes."
"Thu, 27 Jun 2019 19:04:00 GMT",Orin,does,ic,grabs their pack and heads to Agata's when they hear the Biron's cough. They take a second to be grateful they chose a tent close to Agata's.
"Thu, 27 Jun 2019 19:13:00 GMT",GM,says,ic,"As per usual you are greeted at Agata's tent by Corporal Loth. Always tall, always incredibly handsome, and always unfailingly rude, he opens the tent for you with a slight sneer of his perfect face."
"Thu, 27 Jun 2019 19:13:00 GMT",Quinn,does,ic,"doffs his non-existent cap at Loth as he passes, smiling nervously."
"Thu, 27 Jun 2019 19:13:00 GMT",Orin,does,ic,ignores Loth.
"Thu, 27 Jun 2019 19:13:00 GMT",Biron,does,ic,"walks in, giving Loth a single nod."
"Thu, 27 Jun 2019 19:15:00 GMT",GM,says,ic,You enter the dark confines to find... Agata is not there!
"Thu, 27 Jun 2019 19:15:00 GMT",Loth,does,ic,"moves into place to the right of Agata's desk, fold his arms and looks into the distance as though waiting."
"Thu, 27 Jun 2019 19:16:00 GMT",Biron,does,ic,"stays silent and to attention, despite the missing Sergeant and apparently a missing group mate as well."
"Thu, 27 Jun 2019 19:16:00 GMT",Quinn,does,ic,lets his hand drop to the fine looking basket hilt of his rapier.
"Thu, 27 Jun 2019 19:16:00 GMT",Orin,does,ic,squats down onto the dirt floor to wait.
"Thu, 27 Jun 2019 19:16:00 GMT",GM,says,ic,"The silence becomes unbearable as the awkward moment seems to draw on forever, begging someone to break it."
"Thu, 27 Jun 2019 19:17:00 GMT",GM,says,ic,"Finally, the terrible moment is broken by Agata storming into the tent."
"Thu, 27 Jun 2019 19:17:00 GMT",Agata,does,ic,sits in her chair with a harrumph and starts angrily filling her pipe with tobacco.
"Thu, 27 Jun 2019 19:17:00 GMT",Orin,does,ic,"shoots up off the ground, startled."
"Thu, 27 Jun 2019 19:17:00 GMT",Agata,does,ic,eyes you all with a sharp look.
"Thu, 27 Jun 2019 19:17:00 GMT",Quinn,does,ic,"nods, smiles and makes a poor effort to salute."
"Thu, 27 Jun 2019 19:17:00 GMT",Agata,does,ic,"lights her pipe with a flint, puffs on it, inhales deeply, and blows a large cloud of pipe smoke into your faces."
"Thu, 27 Jun 2019 19:19:00 GMT",Agata,says,ic,"Well, that's a blasted thing!"
"Thu, 27 Jun 2019 19:19:00 GMT",Agata,says,ic,Burn it!
"Thu, 27 Jun 2019 19:19:00 GMT",Quinn,does,ic,coughs.
"Thu, 27 Jun 2019 19:20:00 GMT",Agata,says,ic,You'll notice we're a man short... it appears Corporal Ba'Raknul has been requisitioned by the musketeers regiment.
"Thu, 27 Jun 2019 19:20:00 GMT",Agata,says,ic,Pompous arses!
"Thu, 27 Jun 2019 19:20:00 GMT",Orin,says,ic,What?
"Thu, 27 Jun 2019 19:20:00 GMT",Orin,does,ic,gives Biron the side-eye.
"Thu, 27 Jun 2019 19:20:00 GMT",Agata,says,ic,Turns out his marksmanship on... that night turned heads.
"Thu, 27 Jun 2019 19:20:00 GMT",Agata,says,ic,One of my best fetches!
"Thu, 27 Jun 2019 19:20:00 GMT",Agata,does,ic,slams her fist on the table.
"Thu, 27 Jun 2019 19:20:00 GMT",Loth,does,ic,flinches.
"Thu, 27 Jun 2019 19:21:00 GMT",Orin,says,ic,I don't... understand.
